107374182400	30064771072	68719476739
107374182400	68719476736	68719476737
107374182400	68719476737	68719476738
107374182400	30064771073	30064771072
107374182400	30064771074	141733920768
107374182400	68719476738	30064771073
107374182400	68719476739	68719476740
107374182400	68719476740	30064771074
107374182401	107374182400	68719476736
107374182401	107374182402	68719476741
107374182401	107374182403	68719476745
107374182401	107374182404	68719476750
107374182401	107374182405	68719476759
107374182401	107374182406	68719476765
107374182401	107374182407	68719476770
107374182401	107374182408	68719476782
107374182401	107374182409	68719476794
107374182401	107374182410	68719476806
107374182401	107374182411	68719476834
107374182401	107374182412	30064771127
107374182401	107374182413	68719476869
107374182401	107374182414	68719476883
107374182401	107374182415	68719476932
107374182401	107374182447	68719477094
107374182401	107374182462	68719477331
107374182401	107374182466	90194313304
107374182401	107374182470	90194313343
107374182401	107374182471	90194313344
107374182401	107374182475	90194313354
107374182401	107374182480	90194313372
107374182401	107374182484	90194313386
107374182401	107374182489	90194313402
107374182401	107374182493	90194313412
107374182401	107374182494	90194313422
107374182401	107374182498	90194313429
107374182401	107374182502	90194313445
107374182401	107374182503	68719477974
107374182401	107374182504	90194313462
107374182401	107374182505	90194313495
107374182401	107374182511	68719478199
107374182401	107374182512	90194313512
107374182401	107374182513	68719478237
107374182401	107374182519	90194313532
107374182401	107374182523	90194313544
107374182401	107374182531	68719478499
107374182401	107374182532	90194313574
107374182401	107374182533	90194313581
107374182401	107374182534	90194313590
107374182401	107374182535	90194313598
107374182401	107374182540	90194313607
107374182401	107374182541	68719478681
107374182401	107374182542	90194313619
107374182401	107374182543	68719478684
107374182401	107374182544	120259084295
107374182401	120259084337	120259084338
107374182401	120259084338	120259084339
107374182401	120259084339	120259084340
107374182401	120259084340	120259084341
107374182401	120259084341	120259084342
107374182401	120259084342	120259084343
107374182401	120259084343	120259084344
107374182401	120259084344	120259084345
107374182401	120259084345	120259084346
107374182401	120259084346	120259084347
107374182401	120259084347	120259084348
107374182401	120259084348	120259084349
107374182401	120259084349	120259084350
107374182401	120259084350	120259084351
107374182401	120259084351	176093659165
107374182401	176093659165	176093659166
107374182401	176093659166	120259084352
107374182401	120259084352	176093659167
107374182401	176093659167	176093659168
107374182401	176093659168	120259084353
107374182401	120259084353	176093659169
107374182401	176093659169	120259084354
107374182401	120259084354	176093659170
107374182401	176093659170	120259084355
107374182401	120259084355	120259084356
107374182401	120259084356	176093659171
107374182401	176093659171	120259084357
107374182401	120259084357	176093659172
107374182401	176093659172	120259084358
107374182401	120259084358	176093659173
107374182401	176093659173	120259084359
107374182401	120259084359	176093659174
107374182401	176093659174	120259084360
107374182401	120259084360	176093659175
107374182401	176093659175	120259084361
107374182401	120259084361	120259084362
107374182401	120259084362	176093659176
107374182401	176093659176	120259084363
107374182401	120259084363	176093659177
107374182401	176093659177	120259084364
107374182401	120259084364	120259084365
107374182401	120259084365	120259084366
107374182401	120259084366	120259084367
107374182401	120259084367	176093659178
107374182401	176093659178	120259084368
107374182401	120259084368	120259084369
107374182401	120259084369	120259084370
107374182401	120259084370	176093659179
107374182401	176093659179	120259084371
107374182401	120259084371	176093659180
107374182401	176093659180	120259084372
107374182401	120259084372	176093659181
107374182401	176093659181	120259084373
107374182401	120259084373	120259084374
107374182401	120259084374	120259084375
107374182401	120259084375	120259084376
107374182401	120259084376	120259084377
107374182401	120259084377	176093659182
107374182401	176093659182	120259084378
107374182401	120259084378	120259084379
107374182401	120259084379	120259084380
107374182401	120259084380	120259084381
107374182401	120259084381	120259084382
107374182402	30064771075	68719476744
107374182402	68719476741	68719476742
107374182402	68719476742	68719476743
107374182402	30064771076	30064771075
107374182402	68719476744	141733920769
107374182402	68719476743	30064771076
107374182403	30064771077	68719476748
107374182403	68719476745	68719476746
107374182403	68719476746	68719476747
107374182403	30064771078	30064771077
107374182403	30064771079	141733920770
107374182403	68719476747	30064771078
107374182403	68719476748	68719476749
107374182403	68719476749	30064771079
107374182404	30064771080	68719476754
107374182404	30064771083	68719476758
107374182404	68719476750	68719476751
107374182404	68719476751	68719476752
107374182404	30064771081	68719476753
107374182404	30064771082	30064771080
107374182404	68719476754	68719476755
107374182404	68719476755	68719476756
107374182404	68719476756	68719476757
107374182404	30064771084	30064771083
107374182404	68719476758	141733920771
107374182404	68719476752	30064771081
107374182404	68719476753	30064771082
107374182404	68719476757	30064771084
107374182405	30064771085	68719476760
107374182405	30064771086	68719476764
107374182405	68719476759	90194313216
