124554051589	107374182400	UkVU	QU5Z	1
124554051584	107374182401	UkVU	aW50	14
124554051585	107374182402	UkVU	aW50	23
124554051586	107374182403	UkVU	aW50	33
124554051587	107374182404	UkVU	aW50	40
124554051588	107374182405	UkVU	aW50	49
124554051590	107374182406	UkVU	QU5Z	1
124554051591	107374182407	UkVU	aW50	4
124554051592	107374182408	UkVU	aW50	5
124554051593	107374182409	UkVU	QU5Z	
124554051594	107374182410	UkVU	QU5Z	
124554051595	107374182411	UkVU	QU5Z	
124554051596	107374182412	UkVU	QU5Z	
124554051597	107374182413	UkVU	QU5Z	
124554051598	107374182414	UkVU	QU5Z	
