30064774295	post	1	LITERAL	"/users/login"			90194313864
30064774295	post	2	CALL	ctrl.login		ANY	30064774297
30064774298	post	1	LITERAL	"/users"			90194313865
30064774298	post	2	CALL	ctrl.post		ANY	30064774300
30064774301	get	1	LITERAL	"/user"			90194313866
30064774301	get	2	IDENTIFIER	auth	(ctx: ANY, next: ANY) => ANY	(ctx: ANY, next: ANY) => ANY	68719479705
30064774301	get	3	CALL	ctrl.get		ANY	30064774303
30064774304	put	1	LITERAL	"/user"			90194313867
30064774304	put	2	IDENTIFIER	auth	(ctx: ANY, next: ANY) => ANY	(ctx: ANY, next: ANY) => ANY	68719479709
30064774304	put	3	CALL	ctrl.put		ANY	30064774306
30064774978	all	1	CALL	getArticles(users).map(a => knex("articles").insert(a))		ANY	30064774979
