package_name	version	tarball_url	source_tree_sha256	tarball_sha256	selection_reason	binding_family	size_bucket	prior_status	n_cpp_files
@fugood/whisper.node	1.1.3	https://registry.npmjs.org/@fugood/whisper.node/-/whisper.node-1.1.3.tgz	dd1ac73f3d63834907f11b940cdd7c16b675e43d6ee0b936cb615b3cc96cae99	e9ebb2ad201a7d55fedf9557faf95f8a98ea796cf83ad4fd8317ed32ba2f6b19	stratified_fill	node-addon-api	large	RESOURCE_LIMIT	81
@genee/dbus	1.0.7-9	https://registry.npmjs.org/@genee/dbus/-/dbus-1.0.7-9.tgz	12d0ffeff129eef2236135d7a8029c39a8ad3336576a9854ac91dd6e81862378	751ded440f5f6a3623393087cded8d643dfac8de360e532a822464d2f417b5ce	stratified_fill	nan	large	ANALYZED	34
@github/keytar	7.10.6	https://registry.npmjs.org/@github/keytar/-/keytar-7.10.6.tgz	72e673ee8c1d6accdea2a07ce9d212f325080fd36cc920ad0f57d72f1f22a20f	6581f2c5a79c77ff0edd9f143d50e03c7ae2ec5b2d0781a8704b67fabeed55cf	stratified_fill	node-addon-api	medium	ANALYZED	5
@gjsify/node-gi	0.44.0	https://registry.npmjs.org/@gjsify/node-gi/-/node-gi-0.44.0.tgz	ba8b03bc468ba2f1b12d5ce2bb1c67e8b097fa280ba67ec4cfeec879d4d724bc	1ed33ac1f78b3255fc958807d4d6de9ca79725f56380ad9f6791caea21e7f95a	stratified_fill	node-addon-api	medium	ANALYZED	13
@grandchef/node-printer	0.8.0	https://registry.npmjs.org/@grandchef/node-printer/-/node-printer-0.8.0.tgz	8605423b6bfc220386a3951a96c4bb6163cd9307e3095efe069122545e7f04f7	fc44ab3ce6f4bf9873c0c8262f851fae168efcc34b4696e8d46e109c12eed7b4	stratified_fill	nan	small	ANALYZED	3
@gristlabs/sqlite3	6.0.1-grist.1	https://registry.npmjs.org/@gristlabs/sqlite3/-/sqlite3-6.0.1-grist.1.tgz	35b6f6e7b9ab748170a01730e62b25e987ea4311415553edef9437758ff53931	b5d1d21ba79e0d708fd20257a20a8d2ee2671699ede7a984df6108c20425d90a	stratified_fill	node-addon-api	medium	ANALYZED	5
@guilherme_souza/node-printer-updated-fork	0.6.17	https://registry.npmjs.org/@guilherme_souza/node-printer-updated-fork/-/node-printer-updated-fork-0.6.17.tgz	37ae9975925a05a789eba0867f9f0f834cd5f065f92a9e03976fc61cd8b2861b	28c8ead029f3b5f5f2c39b4a92f83bf873dd305c4d68a124e1c5430dc141a748	stratified_fill	nan	small	ANALYZED	3
@h1x4dev/node-addon-api	2.0.0	https://registry.npmjs.org/@h1x4dev/node-addon-api/-/node-addon-api-2.0.0.tgz	6ef44b6b7d6263f6cc8c95fe235ad1dc724b84a9025743da1c373262a463b866	a68c51357f2badd5cb4de86d8c5ecef77f7e901064ba396d4c9e841a44584864	stratified_fill	node-addon-api	small	ANALYZED	3
@huxinhai/mmkv	0.1.7	https://registry.npmjs.org/@huxinhai/mmkv/-/mmkv-0.1.7.tgz	df411c7316555b0978b3b0843e587afe9ca1a55c68f1e05a575495d46e0a1bd4	e4277eadf93e49426c656483ffac4973ca3025b99f23cd052a6fb560011842b4	stratified_fill	node-addon-api	large	ANALYZED	44
@ipshipyard/node-datachannel	0.26.6	https://registry.npmjs.org/@ipshipyard/node-datachannel/-/node-datachannel-0.26.6.tgz	090705d525873458d10d1a1760f129f185f0f192683524a3481fdacebfb77223	4040f27afe4ac1a2de524da96434fa003988ab1f3c931b44a6e568a20ec2da82	stratified_fill	node-addon-api	medium	ANALYZED	13
@jasonscheirer/native-progress-bar	1.1.2	https://registry.npmjs.org/@jasonscheirer/native-progress-bar/-/native-progress-bar-1.1.2.tgz	44331eb0fd4479a002a4d4db9cebb30186348ffe97cc35ac7f6651286dc89921	b4d521684fa51e75b9ffae497e2ce2bf8c2648aa3e6d7f0009fbdd3cab863746	stratified_fill	none	small	ANALYZED	3
@jellybrick/ffi-napi	4.0.18	https://registry.npmjs.org/@jellybrick/ffi-napi/-/ffi-napi-4.0.18.tgz	ac0f2f86c3b359d3fcc47f5b429ffa365c972d9576c44f8cd9ee10ca6a0c0c1e	b489585f0577db0066769f913e9f8320ffb7250a14dc2d70075457b48ea5e2e2	stratified_fill	node-addon-api	large	ANALYZED	325
@jellybrick/ref-napi	4.0.10	https://registry.npmjs.org/@jellybrick/ref-napi/-/ref-napi-4.0.10.tgz	51467f1c35288180e9510f941aeb8e435829421e84b3fe994adddf4a6b8451a2	0e9b50d037a50dd3a6746f5a765e2985bcaacb8fca0b24dd81f94bcf265151e6	stratified_fill	node-addon-api	small	ANALYZED	1
@jimp-native/plugin-blit-napi	0.1.0	https://registry.npmjs.org/@jimp-native/plugin-blit-napi/-/plugin-blit-napi-0.1.0.tgz	74d439e1b3f6ba530dd4ba380232e50f9a136b8d8b923bdb1c62d8274b4aff98	c904dd5934c25a0d86dd3b80b4c101ab7ee643f221f2815db439a2b11674f384	stratified_fill	node-addon-api	small	ANALYZED	2
@jimp-native/plugin-blur-napi	0.1.0	https://registry.npmjs.org/@jimp-native/plugin-blur-napi/-/plugin-blur-napi-0.1.0.tgz	8166c37d4ad04a9654253855e58847f756012c06179872a850cb0fa748b039d9	76d2bf2326e11aeed492c54ff9861c4a6a67a85a4c76375ed13e58aa79787f31	stratified_fill	node-addon-api	small	ANALYZED	2
@jimp-native/plugin-circle-napi	0.1.0	https://registry.npmjs.org/@jimp-native/plugin-circle-napi/-/plugin-circle-napi-0.1.0.tgz	06174f0fd156cbefaa50f90ecb070a48e676668501a9bcacdbb27dee581d9cfc	aa31074695a0a88e423c4c5a184b1b1453882cef94e5e4b295203ccfd7b65adf	stratified_fill	node-addon-api	small	ANALYZED	2
@jimp-native/plugin-color-napi	0.1.0	https://registry.npmjs.org/@jimp-native/plugin-color-napi/-/plugin-color-napi-0.1.0.tgz	288c611f34e22937a75d95571453c6b58460e395a5afd56f83cd47d694275feb	e777ea761fbcd7e2a3d093d561ab12935b3c126f400d3b918518c6adb1f5840a	stratified_fill	node-addon-api	small	ANALYZED	2
@jimp-native/plugin-composite-napi	0.1.0	https://registry.npmjs.org/@jimp-native/plugin-composite-napi/-/plugin-composite-napi-0.1.0.tgz	23efe3e82d623610d7b3ea5ef953b13f62fd31f0a03f97c831adaef70bb7490f	9220274e0000c0391e24d7b2a28afb706ea5705b2a292ceb398a28af1bc050dd	stratified_fill	node-addon-api	small	ANALYZED	2
@jimp-native/plugin-crop-napi	0.1.0	https://registry.npmjs.org/@jimp-native/plugin-crop-napi/-/plugin-crop-napi-0.1.0.tgz	e269733435413ecf23e621e2278737c76eb3ccbf7513285de1f8705cecd92a48	7081d5a4543053650a5407075bebd3c1dd72a96d810fbb1ee63c2575858f86db	stratified_fill	node-addon-api	small	ANALYZED	2
@jimp-native/plugin-dither-napi	0.1.0	https://registry.npmjs.org/@jimp-native/plugin-dither-napi/-/plugin-dither-napi-0.1.0.tgz	5a13ba98cb6386e23ecdb8bc3ca53c15a575e953cf5bb980d424567826a44264	3b4d032f33bd1e03c174ba1191e40607fc5f92a4937ac2f5accae7f7db218879	stratified_fill	node-addon-api	small	ANALYZED	2
@jimp-native/plugin-flip-napi	0.1.0	https://registry.npmjs.org/@jimp-native/plugin-flip-napi/-/plugin-flip-napi-0.1.0.tgz	dae96140438b4c1ddc5192a2be43675822a8bf133a8d05c17051be6340af5a31	93c52bc8ad7782fa528ce798185f4c355042b3b7b40e4cf809429174c3018183	stratified_fill	node-addon-api	small	ANALYZED	2
